rideCount,endLoc,dayofweek,hourofday,end_lt,end_lg
13,"-84.26, 33.96",Monday,12,33.96,-84.26
14,"-84.28, 33.9",Monday,12,33.9,-84.28
7,"-84.19, 33.97",Monday,13,33.97,-84.19
8,"-84.2, 33.89",Monday,13,33.89,-84.2
5,"-84.21, 33.9",Monday,13,33.9,-84.21
10,"-84.21, 33.94",Monday,13,33.94,-84.21
7,"-84.22, 33.91",Monday,13,33.91,-84.22
10,"-84.22, 33.92",Monday,13,33.92,-84.22
5,"-84.22, 33.93",Monday,13,33.93,-84.22
6,"-84.22, 33.96",Monday,13,33.96,-84.22
12,"-84.22, 33.97",Monday,13,33.97,-84.22
5,"-84.22, 33.98",Monday,13,33.98,-84.22
5,"-84.23, 33.94",Monday,13,33.94,-84.23
6,"-84.24, 33.94",Monday,13,33.94,-84.24
21,"-84.24, 33.95",Monday,13,33.95,-84.24
20,"-84.25, 33.94",Monday,13,33.94,-84.25
11,"-84.25, 33.95",Monday,13,33.95,-84.25
5,"-84.26, 33.95",Monday,13,33.95,-84.26
10,"-84.26, 33.96",Monday,13,33.96,-84.26
8,"-84.27, 33.92",Monday,13,33.92,-84.27
5,"-84.27, 33.93",Monday,13,33.93,-84.27
7,"-84.19, 33.97",Monday,14,33.97,-84.19
6,"-84.21, 33.9",Monday,14,33.9,-84.21
8,"-84.21, 33.93",Monday,14,33.93,-84.21
8,"-84.21, 33.94",Monday,14,33.94,-84.21
8,"-84.21, 33.96",Monday,14,33.96,-84.21
6,"-84.22, 33.91",Monday,14,33.91,-84.22
6,"-84.22, 33.92",Monday,14,33.92,-84.22
8,"-84.22, 33.93",Monday,14,33.93,-84.22
16,"-84.22, 33.97",Monday,14,33.97,-84.22
5,"-84.22, 33.98",Monday,14,33.98,-84.22
6,"-84.23, 33.93",Monday,14,33.93,-84.23
11,"-84.24, 33.94",Monday,14,33.94,-84.24
19,"-84.24, 33.95",Monday,14,33.95,-84.24
16,"-84.25, 33.94",Monday,14,33.94,-84.25
5,"-84.26, 33.94",Monday,14,33.94,-84.26
5,"-84.26, 33.95",Monday,14,33.95,-84.26
13,"-84.26, 33.96",Monday,14,33.96,-84.26
8,"-84.27, 33.92",Monday,14,33.92,-84.27
6,"-84.27, 33.93",Monday,14,33.93,-84.27
8,"-84.28, 33.9",Monday,14,33.9,-84.28
6,"-84.17, 34.06",Monday,15,34.06,-84.17
6,"-84.2, 33.89",Monday,15,33.89,-84.2
5,"-84.21, 33.9",Monday,15,33.9,-84.21
6,"-84.21, 33.93",Monday,15,33.93,-84.21
9,"-84.21, 33.96",Monday,15,33.96,-84.21
8,"-84.22, 33.91",Monday,15,33.91,-84.22
20,"-84.22, 33.97",Monday,15,33.97,-84.22
6,"-84.22, 33.98",Monday,15,33.98,-84.22
6,"-84.24, 33.94",Monday,15,33.94,-84.24
11,"-84.24, 33.95",Monday,15,33.95,-84.24
18,"-84.25, 33.94",Monday,15,33.94,-84.25
7,"-84.25, 33.95",Monday,15,33.95,-84.25
5,"-84.26, 33.93",Monday,15,33.93,-84.26
8,"-84.26, 33.94",Monday,15,33.94,-84.26
6,"-84.26, 33.95",Monday,15,33.95,-84.26
8,"-84.26, 33.96",Monday,15,33.96,-84.26
12,"-84.28, 33.9",Monday,15,33.9,-84.28
5,"-84.19, 33.93",Monday,16,33.93,-84.19
8,"-84.2, 33.92",Monday,16,33.92,-84.2
7,"-84.21, 33.91",Monday,16,33.91,-84.21
7,"-84.22, 33.91",Monday,16,33.91,-84.22
7,"-84.22, 33.93",Monday,16,33.93,-84.22
5,"-84.23, 33.92",Monday,16,33.92,-84.23
8,"-84.23, 33.93",Monday,16,33.93,-84.23
14,"-84.24, 33.95",Monday,16,33.95,-84.24
13,"-84.25, 33.94",Monday,16,33.94,-84.25
7,"-84.26, 33.95",Monday,16,33.95,-84.26
14,"-84.26, 33.96",Monday,16,33.96,-84.26
5,"-84.28, 33.9",Monday,16,33.9,-84.28
6,"-84.54, 33.89",Monday,16,33.89,-84.54
7,"-84.2, 33.92",Monday,17,33.92,-84.2
8,"-84.21, 33.9",Monday,17,33.9,-84.21
9,"-84.21, 33.96",Monday,17,33.96,-84.21
7,"-84.23, 33.93",Monday,17,33.93,-84.23
12,"-84.24, 33.95",Monday,17,33.95,-84.24
34,"-84.25, 33.94",Monday,17,33.94,-84.25
9,"-84.25, 33.95",Monday,17,33.95,-84.25
12,"-84.26, 33.94",Monday,17,33.94,-84.26
8,"-84.26, 33.95",Monday,17,33.95,-84.26
8,"-84.26, 33.96",Monday,17,33.96,-84.26
5,"-84.27, 33.93",Monday,17,33.93,-84.27
7,"-84.28, 33.9",Monday,17,33.9,-84.28
5,"-84.12, 33.9",Monday,18,33.9,-84.12
6,"-84.14, 34.02",Monday,18,34.02,-84.14
7,"-84.15, 33.95",Monday,18,33.95,-84.15
5,"-84.15, 33.96",Monday,18,33.96,-84.15
5,"-84.2, 33.89",Monday,18,33.89,-84.2
5,"-84.21, 33.92",Monday,18,33.92,-84.21
8,"-84.21, 33.94",Monday,18,33.94,-84.21
11,"-84.21, 33.96",Monday,18,33.96,-84.21
5,"-84.22, 33.92",Monday,18,33.92,-84.22
5,"-84.22, 33.93",Monday,18,33.93,-84.22
6,"-84.22, 33.96",Monday,18,33.96,-84.22
6,"-84.22, 33.97",Monday,18,33.97,-84.22
5,"-84.23, 33.92",Monday,18,33.92,-84.23
11,"-84.24, 33.94",Monday,18,33.94,-84.24
11,"-84.24, 33.95",Monday,18,33.95,-84.24
29,"-84.25, 33.94",Monday,18,33.94,-84.25
17,"-84.25, 33.95",Monday,18,33.95,-84.25
7,"-84.26, 33.94",Monday,18,33.94,-84.26
10,"-84.26, 33.95",Monday,18,33.95,-84.26
8,"-84.26, 33.96",Monday,18,33.96,-84.26
7,"-84.28, 33.9",Monday,18,33.9,-84.28
5,"-84.14, 33.95",Monday,19,33.95,-84.14
5,"-84.14, 34.02",Monday,19,34.02,-84.14
5,"-84.17, 33.99",Monday,19,33.99,-84.17
6,"-84.17, 34.0",Monday,19,34.0,-84.17
5,"-84.2, 33.92",Monday,19,33.92,-84.2
6,"-84.21, 33.9",Monday,19,33.9,-84.21
5,"-84.21, 33.91",Monday,19,33.91,-84.21
7,"-84.21, 33.94",Monday,19,33.94,-84.21
16,"-84.21, 33.96",Monday,19,33.96,-84.21
11,"-84.22, 33.91",Monday,19,33.91,-84.22
8,"-84.22, 33.93",Monday,19,33.93,-84.22
5,"-84.22, 33.96",Monday,19,33.96,-84.22
5,"-84.23, 33.93",Monday,19,33.93,-84.23
6,"-84.24, 33.94",Monday,19,33.94,-84.24
13,"-84.24, 33.95",Monday,19,33.95,-84.24
38,"-84.25, 33.94",Monday,19,33.94,-84.25
16,"-84.25, 33.95",Monday,19,33.95,-84.25
19,"-84.26, 33.94",Monday,19,33.94,-84.26
15,"-84.26, 33.95",Monday,19,33.95,-84.26
5,"-84.26, 33.96",Monday,19,33.96,-84.26
8,"-84.14, 33.95",Monday,20,33.95,-84.14
6,"-84.15, 33.95",Monday,20,33.95,-84.15
8,"-84.15, 33.99",Monday,20,33.99,-84.15
7,"-84.17, 33.99",Monday,20,33.99,-84.17
8,"-84.18, 33.92",Monday,20,33.92,-84.18
6,"-84.2, 33.92",Monday,20,33.92,-84.2
5,"-84.2, 33.94",Monday,20,33.94,-84.2
5,"-84.2, 33.95",Monday,20,33.95,-84.2
11,"-84.21, 33.9",Monday,20,33.9,-84.21
6,"-84.21, 33.91",Monday,20,33.91,-84.21
6,"-84.21, 33.93",Monday,20,33.93,-84.21
9,"-84.21, 33.94",Monday,20,33.94,-84.21
5,"-84.21, 33.95",Monday,20,33.95,-84.21
5,"-84.21, 33.96",Monday,20,33.96,-84.21
14,"-84.22, 33.91",Monday,20,33.91,-84.22
7,"-84.22, 33.92",Monday,20,33.92,-84.22
8,"-84.22, 33.93",Monday,20,33.93,-84.22
5,"-84.23, 33.92",Monday,20,33.92,-84.23
8,"-84.23, 33.93",Monday,20,33.93,-84.23
7,"-84.24, 33.94",Monday,20,33.94,-84.24
7,"-84.24, 33.95",Monday,20,33.95,-84.24
27,"-84.25, 33.94",Monday,20,33.94,-84.25
12,"-84.25, 33.95",Monday,20,33.95,-84.25
16,"-84.26, 33.94",Monday,20,33.94,-84.26
12,"-84.26, 33.95",Monday,20,33.95,-84.26
8,"-84.26, 33.96",Monday,20,33.96,-84.26
9,"-84.27, 33.93",Monday,20,33.93,-84.27
5,"-84.15, 33.96",Monday,21,33.96,-84.15
5,"-84.16, 33.97",Monday,21,33.97,-84.16
12,"-84.2, 33.92",Monday,21,33.92,-84.2
5,"-84.2, 33.93",Monday,21,33.93,-84.2
5,"-84.2, 33.95",Monday,21,33.95,-84.2
12,"-84.21, 33.9",Monday,21,33.9,-84.21
5,"-84.21, 33.93",Monday,21,33.93,-84.21
12,"-84.21, 33.96",Monday,21,33.96,-84.21
5,"-84.22, 33.89",Monday,21,33.89,-84.22
5,"-84.22, 33.91",Monday,21,33.91,-84.22
7,"-84.22, 33.92",Monday,21,33.92,-84.22
7,"-84.22, 33.93",Monday,21,33.93,-84.22
8,"-84.24, 33.94",Monday,21,33.94,-84.24
8,"-84.24, 33.95",Monday,21,33.95,-84.24
29,"-84.25, 33.94",Monday,21,33.94,-84.25
7,"-84.25, 33.95",Monday,21,33.95,-84.25
8,"-84.26, 33.94",Monday,21,33.94,-84.26
15,"-84.26, 33.95",Monday,21,33.95,-84.26
8,"-84.26, 33.96",Monday,21,33.96,-84.26
5,"-84.27, 33.92",Monday,21,33.92,-84.27
5,"-84.27, 33.93",Monday,21,33.93,-84.27
5,"-84.16, 33.95",Monday,22,33.95,-84.16
14,"-84.17, 33.99",Monday,22,33.99,-84.17
8,"-84.2, 33.92",Monday,22,33.92,-84.2
6,"-84.2, 33.93",Monday,22,33.93,-84.2
7,"-84.21, 33.9",Monday,22,33.9,-84.21
7,"-84.21, 33.93",Monday,22,33.93,-84.21
13,"-84.21, 33.96",Monday,22,33.96,-84.21
11,"-84.22, 33.91",Monday,22,33.91,-84.22
7,"-84.22, 33.93",Monday,22,33.93,-84.22
9,"-84.24, 33.95",Monday,22,33.95,-84.24
24,"-84.25, 33.94",Monday,22,33.94,-84.25
12,"-84.25, 33.95",Monday,22,33.95,-84.25
9,"-84.26, 33.94",Monday,22,33.94,-84.26
12,"-84.26, 33.95",Monday,22,33.95,-84.26
5,"-84.26, 33.96",Monday,22,33.96,-84.26
6,"-84.17, 33.91",Monday,23,33.91,-84.17
5,"-84.17, 33.99",Monday,23,33.99,-84.17
14,"-84.21, 33.96",Monday,23,33.96,-84.21
5,"-84.22, 33.92",Monday,23,33.92,-84.22
5,"-84.22, 33.93",Monday,23,33.93,-84.22
8,"-84.23, 33.94",Monday,23,33.94,-84.23
11,"-84.24, 33.95",Monday,23,33.95,-84.24
22,"-84.25, 33.94",Monday,23,33.94,-84.25
12,"-84.25, 33.95",Monday,23,33.95,-84.25
6,"-84.26, 33.94",Monday,23,33.94,-84.26
16,"-84.26, 33.95",Monday,23,33.95,-84.26
6,"-84.26, 33.96",Monday,23,33.96,-84.26
6,"-84.27, 33.93",Monday,23,33.93,-84.27
5,"-84.13, 33.93",Saturday,0,33.93,-84.13
9,"-84.18, 33.92",Saturday,0,33.92,-84.18
9,"-84.2, 33.92",Saturday,0,33.92,-84.2
5,"-84.21, 33.9",Saturday,0,33.9,-84.21
9,"-84.21, 33.91",Saturday,0,33.91,-84.21
9,"-84.21, 33.94",Saturday,0,33.94,-84.21
19,"-84.21, 33.96",Saturday,0,33.96,-84.21
13,"-84.22, 33.92",Saturday,0,33.92,-84.22
6,"-84.23, 33.94",Saturday,0,33.94,-84.23
5,"-84.24, 33.92",Saturday,0,33.92,-84.24
8,"-84.24, 33.94",Saturday,0,33.94,-84.24
5,"-84.24, 33.95",Saturday,0,33.95,-84.24
30,"-84.25, 33.94",Saturday,0,33.94,-84.25
10,"-84.25, 33.95",Saturday,0,33.95,-84.25
8,"-84.26, 33.94",Saturday,0,33.94,-84.26
14,"-84.26, 33.95",Saturday,0,33.95,-84.26
7,"-84.27, 33.92",Saturday,0,33.92,-84.27
9,"-84.28, 33.9",Saturday,0,33.9,-84.28
5,"-84.18, 33.91",Saturday,1,33.91,-84.18
9,"-84.18, 33.92",Saturday,1,33.92,-84.18
6,"-84.2, 33.92",Saturday,1,33.92,-84.2
6,"-84.21, 33.93",Saturday,1,33.93,-84.21
14,"-84.21, 33.96",Saturday,1,33.96,-84.21
5,"-84.22, 33.92",Saturday,1,33.92,-84.22
6,"-84.22, 33.93",Saturday,1,33.93,-84.22
5,"-84.23, 33.93",Saturday,1,33.93,-84.23
6,"-84.23, 33.94",Saturday,1,33.94,-84.23
7,"-84.24, 33.94",Saturday,1,33.94,-84.24
14,"-84.25, 33.94",Saturday,1,33.94,-84.25
14,"-84.25, 33.95",Saturday,1,33.95,-84.25
6,"-84.26, 33.94",Saturday,1,33.94,-84.26
9,"-84.26, 33.95",Saturday,1,33.95,-84.26
6,"-84.27, 33.92",Saturday,1,33.92,-84.27
8,"-84.28, 33.9",Saturday,1,33.9,-84.28
9,"-84.21, 33.9",Saturday,2,33.9,-84.21
6,"-84.21, 33.95",Saturday,2,33.95,-84.21
24,"-84.21, 33.96",Saturday,2,33.96,-84.21
7,"-84.22, 33.92",Saturday,2,33.92,-84.22
5,"-84.22, 33.93",Saturday,2,33.93,-84.22
7,"-84.22, 33.96",Saturday,2,33.96,-84.22
5,"-84.23, 33.88",Saturday,2,33.88,-84.23
11,"-84.25, 33.94",Saturday,2,33.94,-84.25
20,"-84.25, 33.95",Saturday,2,33.95,-84.25
9,"-84.26, 33.94",Saturday,2,33.94,-84.26
15,"-84.26, 33.95",Saturday,2,33.95,-84.26
7,"-84.27, 33.93",Saturday,2,33.93,-84.27
5,"-84.15, 33.95",Saturday,3,33.95,-84.15
6,"-84.16, 33.95",Saturday,3,33.95,-84.16
7,"-84.19, 33.91",Saturday,3,33.91,-84.19
6,"-84.2, 33.92",Saturday,3,33.92,-84.2
5,"-84.21, 33.9",Saturday,3,33.9,-84.21
6,"-84.21, 33.91",Saturday,3,33.91,-84.21
5,"-84.21, 33.96",Saturday,3,33.96,-84.21
8,"-84.22, 33.92",Saturday,3,33.92,-84.22
13,"-84.25, 33.94",Saturday,3,33.94,-84.25
13,"-84.25, 33.95",Saturday,3,33.95,-84.25
11,"-84.26, 33.94",Saturday,3,33.94,-84.26
5,"-84.26, 33.95",Saturday,3,33.95,-84.26
5,"-84.12, 33.94",Saturday,4,33.94,-84.12
9,"-84.19, 33.91",Saturday,4,33.91,-84.19
13,"-84.21, 33.96",Saturday,4,33.96,-84.21
5,"-84.22, 33.92",Saturday,4,33.92,-84.22
6,"-84.25, 33.94",Saturday,4,33.94,-84.25
6,"-84.26, 33.95",Saturday,4,33.95,-84.26
12,"-84.18, 33.96",Saturday,5,33.96,-84.18
5,"-84.21, 33.9",Saturday,5,33.9,-84.21
7,"-84.21, 33.91",Saturday,5,33.91,-84.21
5,"-84.21, 33.95",Saturday,5,33.95,-84.21
6,"-84.21, 33.96",Saturday,5,33.96,-84.21
9,"-84.25, 33.94",Saturday,5,33.94,-84.25
7,"-84.26, 33.94",Saturday,5,33.94,-84.26
7,"-84.25, 33.94",Saturday,6,33.94,-84.25
5,"-84.21, 33.91",Saturday,7,33.91,-84.21
5,"-84.25, 33.94",Saturday,7,33.94,-84.25
7,"-84.13, 33.96",Saturday,9,33.96,-84.13
7,"-84.16, 33.97",Saturday,9,33.97,-84.16
6,"-84.22, 33.98",Saturday,9,33.98,-84.22
5,"-84.25, 33.94",Saturday,9,33.94,-84.25
9,"-84.28, 33.9",Saturday,9,33.9,-84.28
5,"-84.28, 33.94",Saturday,9,33.94,-84.28
6,"-84.13, 33.96",Saturday,10,33.96,-84.13
7,"-84.16, 33.97",Saturday,10,33.97,-84.16
9,"-84.22, 33.92",Saturday,10,33.92,-84.22
9,"-84.22, 33.98",Saturday,10,33.98,-84.22
16,"-84.28, 33.9",Saturday,10,33.9,-84.28
8,"-84.13, 33.96",Saturday,11,33.96,-84.13
5,"-84.14, 33.96",Saturday,11,33.96,-84.14
8,"-84.16, 33.97",Saturday,11,33.97,-84.16
6,"-84.18, 33.92",Saturday,11,33.92,-84.18
8,"-84.18, 33.96",Saturday,11,33.96,-84.18
5,"-84.2, 33.96",Saturday,11,33.96,-84.2
8,"-84.21, 33.9",Saturday,11,33.9,-84.21
7,"-84.21, 33.94",Saturday,11,33.94,-84.21
11,"-84.22, 33.92",Saturday,11,33.92,-84.22
6,"-84.22, 33.96",Saturday,11,33.96,-84.22
13,"-84.22, 33.97",Saturday,11,33.97,-84.22
8,"-84.22, 33.98",Saturday,11,33.98,-84.22
5,"-84.23, 33.93",Saturday,11,33.93,-84.23
8,"-84.23, 33.94",Saturday,11,33.94,-84.23
6,"-84.26, 33.93",Saturday,11,33.93,-84.26
14,"-84.28, 33.9",Saturday,11,33.9,-84.28
5,"-84.28, 33.94",Saturday,11,33.94,-84.28
5,"-84.15, 34.0",Saturday,12,34.0,-84.15
5,"-84.18, 33.93",Saturday,12,33.93,-84.18
6,"-84.18, 33.96",Saturday,12,33.96,-84.18
5,"-84.19, 34.01",Saturday,12,34.01,-84.19
5,"-84.21, 33.9",Saturday,12,33.9,-84.21
7,"-84.21, 33.93",Saturday,12,33.93,-84.21
6,"-84.21, 33.94",Saturday,12,33.94,-84.21
5,"-84.22, 33.92",Saturday,12,33.92,-84.22
11,"-84.22, 33.97",Saturday,12,33.97,-84.22
7,"-84.22, 33.98",Saturday,12,33.98,-84.22
7,"-84.23, 33.94",Saturday,12,33.94,-84.23
7,"-84.24, 33.94",Saturday,12,33.94,-84.24
13,"-84.24, 33.95",Saturday,12,33.95,-84.24
13,"-84.25, 33.94",Saturday,12,33.94,-84.25
6,"-84.26, 33.93",Saturday,12,33.93,-84.26
6,"-84.26, 33.96",Saturday,12,33.96,-84.26
10,"-84.28, 33.9",Saturday,12,33.9,-84.28
6,"-84.14, 33.95",Saturday,13,33.95,-84.14
5,"-84.15, 33.95",Saturday,13,33.95,-84.15
6,"-84.16, 34.01",Saturday,13,34.01,-84.16
7,"-84.17, 33.99",Saturday,13,33.99,-84.17
5,"-84.21, 33.9",Saturday,13,33.9,-84.21
5,"-84.21, 33.91",Saturday,13,33.91,-84.21
7,"-84.21, 33.93",Saturday,13,33.93,-84.21
7,"-84.22, 33.92",Saturday,13,33.92,-84.22
12,"-84.22, 33.97",Saturday,13,33.97,-84.22
7,"-84.22, 33.98",Saturday,13,33.98,-84.22
6,"-84.23, 33.93",Saturday,13,33.93,-84.23
16,"-84.24, 33.95",Saturday,13,33.95,-84.24
13,"-84.25, 33.94",Saturday,13,33.94,-84.25
7,"-84.26, 33.94",Saturday,13,33.94,-84.26
7,"-84.26, 33.96",Saturday,13,33.96,-84.26
15,"-84.27, 33.92",Saturday,13,33.92,-84.27
6,"-84.27, 33.93",Saturday,13,33.93,-84.27
6,"-84.28, 33.9",Saturday,13,33.9,-84.28
7,"-84.54, 33.87",Saturday,13,33.87,-84.54
5,"-84.2, 33.89",Saturday,14,33.89,-84.2
5,"-84.21, 33.9",Saturday,14,33.9,-84.21
6,"-84.21, 33.94",Saturday,14,33.94,-84.21
9,"-84.21, 33.96",Saturday,14,33.96,-84.21
9,"-84.22, 33.97",Saturday,14,33.97,-84.22
11,"-84.22, 33.98",Saturday,14,33.98,-84.22
17,"-84.23, 33.93",Saturday,14,33.93,-84.23
7,"-84.24, 33.94",Saturday,14,33.94,-84.24
11,"-84.24, 33.95",Saturday,14,33.95,-84.24
16,"-84.25, 33.94",Saturday,14,33.94,-84.25
9,"-84.25, 33.95",Saturday,14,33.95,-84.25
8,"-84.26, 33.95",Saturday,14,33.95,-84.26
14,"-84.26, 33.96",Saturday,14,33.96,-84.26
6,"-84.27, 33.92",Saturday,14,33.92,-84.27
19,"-84.27, 33.93",Saturday,14,33.93,-84.27
8,"-84.28, 33.9",Saturday,14,33.9,-84.28
5,"-84.17, 34.06",Saturday,15,34.06,-84.17
5,"-84.18, 33.92",Saturday,15,33.92,-84.18
7,"-84.18, 33.93",Saturday,15,33.93,-84.18
6,"-84.21, 33.9",Saturday,15,33.9,-84.21
11,"-84.21, 33.96",Saturday,15,33.96,-84.21
6,"-84.22, 33.92",Saturday,15,33.92,-84.22
9,"-84.22, 33.97",Saturday,15,33.97,-84.22
15,"-84.22, 33.98",Saturday,15,33.98,-84.22
13,"-84.24, 33.94",Saturday,15,33.94,-84.24
20,"-84.24, 33.95",Saturday,15,33.95,-84.24
22,"-84.25, 33.94",Saturday,15,33.94,-84.25
12,"-84.25, 33.95",Saturday,15,33.95,-84.25
7,"-84.26, 33.94",Saturday,15,33.94,-84.26
18,"-84.26, 33.95",Saturday,15,33.95,-84.26
10,"-84.26, 33.96",Saturday,15,33.96,-84.26
6,"-84.27, 33.93",Saturday,15,33.93,-84.27
6,"-84.31, 33.89",Saturday,15,33.89,-84.31
5,"-84.2, 33.92",Saturday,16,33.92,-84.2
8,"-84.21, 33.9",Saturday,16,33.9,-84.21
9,"-84.21, 33.94",Saturday,16,33.94,-84.21
10,"-84.21, 33.96",Saturday,16,33.96,-84.21
7,"-84.22, 33.97",Saturday,16,33.97,-84.22
5,"-84.24, 33.92",Saturday,16,33.92,-84.24
7,"-84.24, 33.94",Saturday,16,33.94,-84.24
13,"-84.24, 33.95",Saturday,16,33.95,-84.24
25,"-84.25, 33.94",Saturday,16,33.94,-84.25
11,"-84.25, 33.95",Saturday,16,33.95,-84.25
10,"-84.26, 33.94",Saturday,16,33.94,-84.26
12,"-84.26, 33.95",Saturday,16,33.95,-84.26
8,"-84.26, 33.96",Saturday,16,33.96,-84.26
11,"-84.27, 33.93",Saturday,16,33.93,-84.27
7,"-84.28, 33.9",Saturday,16,33.9,-84.28
5,"-84.48, 33.89",Saturday,16,33.89,-84.48
5,"-84.13, 33.96",Saturday,17,33.96,-84.13
5,"-84.14, 33.95",Saturday,17,33.95,-84.14
5,"-84.18, 33.92",Saturday,17,33.92,-84.18
5,"-84.2, 33.89",Saturday,17,33.89,-84.2
6,"-84.21, 33.9",Saturday,17,33.9,-84.21
5,"-84.21, 33.93",Saturday,17,33.93,-84.21
6,"-84.21, 33.94",Saturday,17,33.94,-84.21
5,"-84.21, 33.96",Saturday,17,33.96,-84.21
12,"-84.22, 33.97",Saturday,17,33.97,-84.22
6,"-84.23, 33.93",Saturday,17,33.93,-84.23
8,"-84.24, 33.94",Saturday,17,33.94,-84.24
19,"-84.24, 33.95",Saturday,17,33.95,-84.24
26,"-84.25, 33.94",Saturday,17,33.94,-84.25
14,"-84.26, 33.94",Saturday,17,33.94,-84.26
16,"-84.26, 33.95",Saturday,17,33.95,-84.26
15,"-84.26, 33.96",Saturday,17,33.96,-84.26
6,"-84.28, 33.9",Saturday,17,33.9,-84.28
9,"-84.15, 33.99",Saturday,18,33.99,-84.15
5,"-84.16, 33.97",Saturday,18,33.97,-84.16
5,"-84.17, 34.01",Saturday,18,34.01,-84.17
6,"-84.2, 33.89",Saturday,18,33.89,-84.2
